DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
23-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
12-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaldia Secondary;SHARJAH
24-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Zied Secondary;SHARJAH
30-Sep-92;19;M;Fall 2011-2012;Kuwait;GCC;GCC;-;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Labeed Bin Al Rabeah Secondary;Al Farwaniyah
31-Aug-71;40;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Manazel Dubai;DUBAI
25-Feb-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Model Secondary School;Sharjah
14-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Wahda Private School;Sharjah
5-Aug-92;19;M;Fall 2011-2012;Oman;GCC;GCC;Oman-Muscat;Law;Law;Secondary School -Scientific;16-Jul-10;Undergraduate;Moosa Bin Naseer;Muscat
11-May-93;19;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Al Shamia;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Yousuf Bin Issa Secondary B;KUWAIT
29-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Dubai Modern Education School;DUBAI
29-Jun-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
17-Oct-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Model Secondary School;Sharjah
10-Aug-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Kuwait;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Qurtuba Sharea Inst;KUWAIT
3-Nov-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Kuwait;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Jaber Mubarak Alsabah Sec;KUWAIT
10-Aug-90;21;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Al Khaldiyah;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Al Qabas Private;
19-Feb-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
26-May-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Al Andalus;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Tamayoz Model ?çSecondary;Kuwait
17-Oct-92;19;M;Fall 2011-2012;Comoros;NON ARAB;Non Citizen;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
9-Nov-90;21;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Law;Law;Secondary School -Literature;21-Jun-10;Undergraduate;Tawam Private Model School;
16-Aug-93;18;M;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
26-Feb-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;High School -Scientific;11-Jun-11;Undergraduate;American International School;Dubai
7-Feb-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
11-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
27-Feb-94;18;F;Fall 2011-2012;Saudi Arabia;GCC;GCC;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
16-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
1-Jun-92;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;13-Jul-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
5-Jul-91;20;F;Fall 2011-2012;UAE;UAE;UAE-Passport;UAE-Dubai;Law;Law;Secondary School -Literature;8-Jun-09;Undergraduate;Sokaina Bint Al Hussain Sec G.;DUBAI
9-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
14-Aug-93;18;M;Fall 2011-2012;Without Nationality (D.H.A.D);OTHER ARAB;Nil (No Official Documents);-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Model Secondary School;Sharjah
1-Jul-90;21;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
9-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
9-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
25-Nov-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
3-May-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;High School -Scientific;28-Jun-11;Undergraduate;Dubai National School.;DUBAI
3-Dec-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Passport;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;21-Jun-10;Undergraduate;Tonb Secondary school;RAS AL-KHAIMAH
5-Dec-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Muath Bin Gabal Externals;Sharjah
11-Oct-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;High School -Scientific;29-Jun-11;Undergraduate;Al Resalah School of Science;Sharjah
15-Jan-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
2-Mar-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaldia Secondary;SHARJAH
17-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaldia Secondary;SHARJAH
23-Dec-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;High School -Literature;1-Jun-11;Undergraduate;Dubai National School.;DUBAI
18-May-93;18;F;Fall 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Scientific;1-Jul-11;Undergraduate;National Charity School Girls;Dubai
16-Apr-93;19;F;Fall 2011-2012;Yemen;OTHER ARAB;Non Citizen;UAE-Dubai;Law;Law;Secondary School -Scientific;1-Jul-11;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH
26-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
11-Apr-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
13-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
17-Jan-92;20;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH
27-Mar-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
14-Jun-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
21-Jun-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Dubai;Law;Law;High School -Scientific;27-Jun-10;Undergraduate;Dubai National School.;DUBAI
12-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
15-Feb-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
18-Jun-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Sharjah;Law;Law;High School -Scientific;28-Jun-11;Undergraduate;Al Resalah School of Science;Sharjah
19-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
15-Feb-93;19;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
2-Dec-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
2-Feb-91;21;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Women Union Assoc School;SHARJAH
13-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
26-Apr-92;20;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
22-Apr-93;19;F;Fall 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
5-Feb-78;34;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Zahra Externals-Females;Sharjah
29-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
28-Jul-92;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Aisha Osman Secondary;SHARJAH
18-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
31-Oct-91;20;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Dubai;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;National Charity School Girls;Dubai
22-Mar-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
26-Jun-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
10-Jan-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al Madam;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Thakafa Sec. Sch. G;Sharjah
28-Aug-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
24-Sep-93;18;F;Fall 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Shula Private School;
20-Jun-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
1-Apr-94;18;F;Fall 2011-2012;Qatar;GCC;GCC;Qatar-Doha;Law;Law;Secondary School -Literature;24-Jun-11;Undergraduate;Al Tawain Independent Sec.;Doha
30-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
15-Jan-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
27-Aug-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
7-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Gobaibah Secondary G.;SHARJAH
23-Jun-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Model Secondary School;Sharjah
21-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Waset Secondary G;SHARJAH
20-Aug-89;22;F;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Sharjah;Law;Law;Secondary School -Literature;21-Jun-11;Undergraduate;Family Development Foundation;Al Ain
5-Feb-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH
23-Feb-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al Madam;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Thumeed Sec.G.;Sharjah
29-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
14-Sep-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Al Fayha;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Yousuf Bin Issa Secondary B;KUWAIT
20-Apr-93;19;M;Fall 2011-2012;Kuwait;GCC;GCC;-;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Humoud Al Jaber Secondary;KUWAIT
4-Mar-93;19;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-AL Arziyah;Law;Law;Secondary School -Scientific;26-Jun-11;Undergraduate;Abdullatif Thunaian Al Ghanim;Kuwait
4-Jul-91;20;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Kuwait;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Al Refaa Model Secondary;Kuwait
24-Nov-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
31-Jan-57;55;M;Fall 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Riyadh;Law;Law;Secondary School -Literature;1-Jun-11;Undergraduate;Umm Al Qurah Secondary School;RIYADH
6-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Ameer Secondary;UMM AL QUWAIN
9-Mar-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Wahda Private School;Sharjah
23-Aug-94;17;F;Fall 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Ajman;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Asma' Bint Omais Secondary;AJMAN
20-Jul-90;21;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Literature;2-Jul-09;Undergraduate;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
31-Dec-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI
17-Sep-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Asma'a Bint Al-No'aman Sec G;DUBAI
26-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;2-Jul-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
15-Jul-91;20;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-Al Andalus;Law;Law;Secondary School -Scientific;27-Jun-11;Undergraduate;Al Mansour Private School;
26-Feb-90;22;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;21-Jun-10;Undergraduate;Al Sahel Private school;Sharjah
11-May-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
21-Jan-94;18;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai
9-Sep-90;21;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;13-Jul-11;Undergraduate;Al-Nouf Secondary G;SHARJAH
23-Nov-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH
12-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
24-Mar-92;20;F;Fall 2011-2012;Pakistan;NON ARAB;Non Citizen;UAE-Dubai;Law;Law;Secondary School -Literature;7-Jul-10;Undergraduate;Dubai Modern Education School;DUBAI
6-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
10-May-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
27-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
8-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Model Secondary School;Sharjah
3-Aug-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
13-Nov-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;-;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Da'age Al Salman Al Subah Sch;KUWAIT
23-Mar-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;13-Jul-11;Undergraduate;Al Khaldia Secondary;SHARJAH
8-Apr-92;20;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Ahmed Bin Hanbel Secondary;SHARJAH
29-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Ahmed Bin Hanbel Secondary;SHARJAH
16-Oct-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
13-Jan-93;19;M;Fall 2011-2012;Oman;GCC;GCC;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaldia Secondary;SHARJAH
30-May-93;18;M;Fall 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Dammam;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Hosan National Model Sch;SAUDIA ARABIA
30-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
27-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al-Nouf Secondary G;SHARJAH
9-Aug-77;34;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;13-Jul-11;Undergraduate;Manazel Sharjah;SHARJAH
26-Oct-93;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Heerah Secondary G;SHARJAH
18-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
19-Jun-93;18;F;Fall 2011-2012;Kuwait;GCC;GCC;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Dubai Modern Education School;DUBAI
20-Jan-93;19;F;Fall 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-jeddah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Anjal Albasateen Secondary Sc;jeddah
11-Jul-93;18;F;Fall 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Dubai;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Hikmah Private Sec. Sch.;AJMAN
30-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Umm Al Mo'meneen Secondary;AL FUJAIRAH
2-Apr-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI
17-May-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
22-Apr-93;19;M;Fall 2011-2012;Qatar;GCC;GCC;Qatar-Doha;Law;Law;Secondary School -Scientific;1-Jul-11;Undergraduate;Al Wakra Secondary;QATAR
30-Dec-93;18;M;Fall 2011-2012;Kuwait;GCC;GCC;Kuwait-AL Farwaniyah;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Al Mubarakia Secondary;KUWAIT
25-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaldia Secondary;SHARJAH
22-Dec-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
29-Aug-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
10-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Ma'refa Private School;SHARJAH
27-Nov-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Wahda Private School;Sharjah
26-Nov-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
14-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
